1,10,10,10,10,90,100,100
2,90,55,55,55,55,55,90
3,90,55,90,90,90,90,90
4,90,55,90,90,90,90,90
5,90,55,90,90,90,90,90
6,90,55,90,90,90,90,90
7,90,55,55,55,55,55,90
8,90,90,90,90,90,90,90
9,90,90,90,90,90,90,90
10,80,80,80,80,80,80,80
11,80,80,80,80,80,80,80
12,80,77,80,80,80,80,80
13,80,80,77,77,77,77,80
14,80,80,80,80,80,80,80
15,80,80,80,80,80,80,80
16,80,80,80,80,80,80,80
17,80,77,77,77,77,80,80
18,80,80,80,80,80,80,80
19,80,80,80,80,80,80,80
20,80,80,80,80,80,80,80
21,70,70,70,70,70,70,70
22,70,70,70,70,70,70,70
23,70,60,60,60,60,70,70
24,70,70,70,70,70,70,70
25,70,70,70,70,70,70,70
26,70,70,37,37,37,37,70
27,70,70,70,70,70,70,70
28,70,70,70,70,70,70,70
29,70,70,70,70,70,70,70
30,100,100,80,70,99,70,70
